restaurantID;name;location;reviewCount;rating;categories;address;Hours;GoodforKids;AcceptsCreditCards;Parking;Attire;GoodforGroups;PriceRange;TakesReservations;Delivery;Takeout;WaiterService;OutdoorSeating;WiFi;GoodFor;Alcohol;NoiseLevel;Ambience;HasTV;Caters;WheelchairAccessible;webSite;phoneNumber;filReviewCount
t7AMfNG5BqisEBCKDHw2jA;The Beer Bar;The Beer Bar - Midtown East - New York, NY;52;3;Nightlife, Bars, Restaurants, Burgers, Chicken Wings, METADATA;MetLife Building 200 Park Ave New York, NY 10166 Neighborhood: Midtown East;Mon-Fri 11:30 am - 11 pm;No;Yes;Street;Casual;Yes;$$;Yes;No;Yes;Yes;Yes;No;Lunch;Full Bar;Loud;;Yes;No;Yes;http://www.thebeerbarnyc.com;(212) 818-1333;1
NmX6FhvxexLCnQ82Y7_EMg;Dewey's Flatiron;Dewey's Flatiron - Flatiron - New York, NY;73;3;Nightlife, Bars, Pubs, Sports Bars, METADATA;210 5th Ave New York, NY 10010 Neighborhood: Flatiron;Mon-Thu 11:30 am - 12 am Fri 11:30 am - 2 am Sat 11:30 am - 3 am Sun 11:30 am - 9 pm;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Average;Casual;Yes;;Yes;http://www.deweysflatiron.com;(212) 696-2337;12
c1JiJmoldv_kXa-wXt5_RA;The Second Floor Bar;The Second Floor Bar - East Village - New York, NY;14;3,5;Nightlife, Bars, Lounges, METADATA;The Cooper Square Hotel 25 Cooper Sq New York, NY 10003 Neighborhood: East Village;;;Yes;;;Yes;$$$;;;;;Yes;;;Full Bar;;;;;;http://www.thecoopersquarehotel.com;(212) 475-5700;0
aGuWO15abKmTbEV0s19kGw;Rewind;Rewind - Lower East Side - New York, NY;54;3,5;Nightlife, Bars, Lounges, METADATA;137 Essex St (between Rivington St & Stanton St) New York, NY 10002 Neighborhood: Lower East Side;;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;;;;;No;http://rewindnyc.com;(212) 779-7923;3
1GomqJMxkBzdEliYnY6Lfw;Croton Reservoir Tavern;Croton Reservoir Tavern - Midtown West - New York, NY;68;3;Nightlife, Bars, Restaurants, American (New), METADATA;108 W 40th St (between Avenue Of The Americas & Broadway) New York, NY 10018 Neighborhoods: Midtown West, Theater District;Mon 11 am - 12 am Tue-Sat 11 am - 4 am;No;Yes;Street;Casual;Yes;$$$;Yes;Yes;Yes;Yes;No;No;Dinner;Full Bar;Average;Casual;Yes;No;Yes;http://www.crotonnyc.com/;(212) 997-6835;11
QJTLAOMNvhV1_jPfcQ_qPw;Nippon Restaurant;Nippon Restaurant - Midtown East - New York, NY;46;4;Restaurants, Sushi Bars, METADATA;155 E 52nd St (between 3rd Ave & Lexington Ave) New York, NY 10022 Neighborhood: Midtown East;;No;Yes;Street;Casual;Yes;$$$;Yes;;;Yes;No;;Dinner;Full Bar;Quiet;;No;;Yes;http://www.restaurantnippon.com;(212) 688-5941;2
CBxwE8VBllp1YlHUXEDjTg;Tatany 72;Tatany 72 - Yorkville - New York, NY;48;4;Restaurants, Sushi Bars, Japanese, METADATA;1400 2nd Ave (between 73rd St & 72nd St) New York, NY 10021 Neighborhoods: Yorkville, Upper East Side;;Yes;Yes;Street;Casual;Yes;$$;Yes;Yes;Yes;Yes;No;No;Lunch, Dinner;Beer & Wine Only;Quiet;;No;No;Yes;;(212) 472-1700;5
ukLDE34_sjIIIdwFT426Zg;Ashton's Alley;Ashton's Alley - Midtown East - New York, NY;36;2,5;Restaurants, Burgers, American (Traditional), Nightlife, Bars, Sports Bars, METADATA;825 3rd Ave (between 51st St & 50th St) New York, NY 10022 Neighborhood: Midtown East;Mon, Sun 11:30 am - 2 am Tue-Sat 11:30 am - 4 am;Yes;Yes;Street;Casual;Yes;$$;Yes;;Yes;Yes;Yes;Free;Lunch, Dinner;Full Bar;Loud;Casual;Yes;;Yes;http://ashtonsalleysportsbar.com/;(212) 688-8625;16
6MCdWkXNwFGf9iB--NR_bw;Tut's;Tut's - Lower East Side - New York, NY;13;3;Nightlife, Bars, Hookah Bars, Restaurants, Vegetarian, METADATA;196 Orchard St Houston & Stanton St (between Houston St & Stanton St) New York, NY 10002 Neighborhood: Lower East Side;;No;Yes;;Casual;Yes;$$$;Yes;;;;No;;;;;;;;;http://www.tutsny.com;(212) 961-7507;2
pitzWO2KEAStbdtQ8jGIDg;Luca Bar;Luca Bar - East Village - New York, NY;39;3;Nightlife, Bars, Wine Bars, Restaurants, Modern European, METADATA;119 St. Marks Pl (between 1st Ave & Avenue A) New York, NY 10009 Neighborhoods: East Village, Alphabet City;Mon 1 pm - 12 am Tue-Fri 1 pm - 2 am Sat 4 pm - 2 am Sun 12 pm - 2 am;No;No;Street;Casual;Yes;$$;No;No;No;Yes;No;Free;Late Night;Beer & Wine Only;Average;Trendy, Casual;Yes;No;No;http://www.lucaloungenyc.com/;(212) 254-1511;13
YIaWteyg9ARRnoYx6CjdgQ;Hamachi;Hamachi - Flatiron - New York, NY;23;3;Restaurants, Sushi Bars, METADATA;34 E 20th St (between Broadway & S Park Ave) New York, NY 10003 Neighborhood: Flatiron;Mon-Thu, Sun 11 am - 2 am Fri-Sat 11 am - 4 am;Yes;Yes;Street;Casual;Yes;$$;Yes;Yes;Yes;Yes;No;No;Dinner;Full Bar;Average;;No;;No;http://www.hamachisushiny.com;(212) 420-8608;12
E_6v0yJrwPC4cx2r4Y5ing;Cafe 31;Cafe 31 - Midtown West - New York, NY;23;3;Restaurants, Burgers, Pizza, Sandwiches, Nightlife, Bars, Sports Bars, Greek, Mediterranean, METADATA;220 W 31st St (between 8th Ave & Fashion Ave) New York, NY 10001 Neighborhood: Midtown West;;Yes;Yes;Street;Casual;Yes;$$;Yes;;;Yes;No;Free;Late Night, Lunch, Dinner;Full Bar;Average;;Yes;;Yes;http://www.cafe31nyc.com/;(212) 695-5966;9
zm-PPnv9eAkWYFGpVg9kMg;Shimizu;Shimizu - Hell's Kitchen - New York, NY;98;4;Restaurants, Japanese, Sushi Bars, METADATA;318 W 51st St (between 8th Ave & 9th Ave) New York, NY 10019 Neighborhoods: Hell's Kitchen, Midtown West, Theater District;Mon-Sat 12 pm - 2:30 pm Mon-Sat 5:30 pm - 12 am;No;Yes;Street;Casual;Yes;$$$;Yes;Yes;Yes;Yes;No;No;Dinner;Full Bar;Quiet;Casual;No;;Yes;http://www.shimizusushi.com/;(212) 581-1581;13
NfAYJDejTbuziBH907I7MQ;Dusk;Dusk - CLOSED - Chelsea - New York, NY;62;3,5;Nightlife, Bars, Lounges, Karaoke, METADATA;147 W 24th St (between 7th Ave & Avenue Of The Americas) New York, NY 10011 Neighborhood: Chelsea;;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;;;;;Yes;http://www.dusklounge.com;(212) 924-4490;3
Rhzi4QJpYVEPVS52vD-g1A;Japas 27;Japas 27 - Kips Bay - New York, NY;61;3,5;Restaurants, Japanese, Nightlife, Karaoke, Bars, METADATA;366 3rd Ave (between 26th St & 27th St) New York, NY 10016 Neighborhood: Kips Bay;;No;Yes;Street;Casual;Yes;$$$;Yes;No;No;Yes;No;;Dinner;Full Bar;Loud;;;No;No;http://www.japas27.com/;(212) 889-2329;6
hCHL4Wa0UjY7--JG73yVkQ;Sapphire Lounge;Sapphire Lounge - Lower East Side - New York, NY;95;3;Nightlife, Bars, Lounges, METADATA;249 Eldridge St (between Houston St & Stanton St) New York, NY 10002 Neighborhood: Lower East Side;Mon-Sun 9 pm - 4 am;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Average;Casual;Yes;;No;http://www.sapphirenyc.com;(212) 777-5153;114
RshBUhvUqrLdqD1MoOrydQ;Kush;Kush - CLOSED - Lower East Side - New York, NY;116;3,5;Restaurants, Nightlife, Bars, Lounges, Dance Clubs, METADATA;191 Chrystie St (between Delancey St & Rivington St) New York, NY 10002 Neighborhood: Lower East Side;;No;Yes;Garage, Street;Dressy;Yes;$$$;Yes;No;No;Yes;No;;Late Night;Full Bar;Very Loud;Trendy;No;;Yes;http://www.thekushnyc.com;(212) 677-7328;29
-tehJ5TXErpgvcR1sT0Xng;Retreat;Retreat - Flatiron - New York, NY;46;2,5;Nightlife, Bars, Dance Clubs, METADATA;37 W 17th St (between 5th Ave & Avenue Of The Americas) New York, NY 10011 Neighborhood: Flatiron;;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Loud;;No;;Yes;http://retreat-nyc.com/;(212) 488-6600;11
9Khx9RdnfOBz4Ycg5mX5kQ;Alibi;Alibi - CLOSED - Greenwich Village - New York, NY;37;3;Nightlife, Bars, Lounges, METADATA;116 MacDougal St New York, NY 10012 Neighborhood: Greenwich Village;;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;;;;;No;http://www.alibiny.com;(212) 254-9996;7
3d3sbVYgIUcW669b_8ydqw;Vesta;Vesta - CLOSED - Chelsea - New York, NY;15;2;Nightlife, Dance Clubs, Bars, Lounges, METADATA;390 8th Ave (between 30th St & 29th St) New York, NY 10001 Neighborhoods: Chelsea, Midtown West;;;Yes;;;Yes;;;;;;No;;;Full Bar;;;;;;http://www.VestaNY.com;(212) 947-1970;2
pnBdj4Jb2CVgtPJ2F2Mieg;Samba-Le;Samba-Le - CLOSED - East Village - New York, NY;12;3,5;Restaurants, Tapas Bars, METADATA;23 Ave A New York, NY 10009 Neighborhoods: East Village, Alphabet City;;No;No;;Casual;;$$$;No;No;;Yes;;;;;;;;;;;(212) 529-2919;1
8UWDZFotAqf-UBWOyUkUqw;Rink Bar;Rink Bar - Midtown West - New York, NY;29;3;Nightlife, Bars, METADATA;Rockefeller Center 5th Avenue New York, NY 10017;Mon-Thu 11:30 am - 10 pm Fri 11:30 am - 11 pm Sat 11 am - 11 pm;;Yes;Street;;Yes;$$$;;;;;Yes;;;Full Bar;Loud;;Yes;;;;(212) 332-7620;1
J3Sgc3JdkGIZYVwbmC-tmQ;Fashion Forty Lounge;Fashion Forty Lounge - Midtown West - New York, NY;66;3;Nightlife, Bars, Lounges, Restaurants, American (New), METADATA;202 W 40th St (between 7th Ave & 8th Ave) New York, NY 10018 Neighborhoods: Midtown West, Theater District;Mon-Wed 4 pm - 11 pm Thu 4 pm - 12 am Fri 4 pm - 4 am Sat 10 pm - 4 am;No;Yes;Street;Dressy;Yes;$$;Yes;No;No;Yes;No;Free;Late Night;Full Bar;Very Loud;Trendy;Yes;No;Yes;http://www.fashion40lounge.com;(212) 221-3628;17
M7FR0flXH4yUq5Gh7-7Vog;Fedora;Fedora - West Village - New York, NY;92;4;Restaurants, American (New), French, Nightlife, Bars, METADATA;239 W 4th St (between 10th St & Charles St) New York, NY 10014 Neighborhood: West Village;Mon, Sun 5:30 pm - 12 am Tue-Sat 5:30 pm - 2 am;No;Yes;Street;Casual;No;$$$;Yes;No;Yes;Yes;No;No;Dinner;Full Bar;Loud;Trendy;No;No;No;http://www.fedoranyc.com;(646) 449-9336;17
iq9_CMtUT1SwGcEL8fSDNQ;R Lounge;R Lounge - Midtown West - New York, NY;53;4;Nightlife, Bars, Pubs, Restaurants, Steakhouses, American (Traditional), METADATA;Renaissance New York Times Square Hotel 714 7th Ave New York, NY 10036 Neighborhoods: Midtown West, Theater District;;No;Yes;;Dressy;Yes;$$$;Yes;No;No;Yes;No;Free;Late Night, Dinner;Full Bar;Average;Classy, Upscale;No;;Yes;http://www.rloungetimessquare.com;(212) 765-7676;7
GgCoaBno38NbAUuYEQmohw;Simyone;Simyone - Chelsea - New York, NY;66;3,5;Nightlife, Bars, Lounges, Dance Clubs, METADATA;409 W 14th St (between 9th Ave & 14 St) New York, NY 10014 Neighborhoods: Chelsea, Meatpacking District;;;Yes;Street;;Yes;$$$$;;;;;No;;;Full Bar;Very Loud;Trendy;No;;No;http://www.simyonelounge.com/;(646) 289-3940;22
RJWbmxpvfBMfMkYDfW13qA;1920 Bunker Club;1920 Bunker Club - CLOSED - West Village - New York, NY;30;3,5;Nightlife, Dance Clubs, Bars, Lounges, METADATA;24 9th Ave (between 13th St & 14th St) New York, NY 10014 Neighborhoods: West Village, Meatpacking District;;;Yes;;;Yes;$$$$;;;;;No;;;Full Bar;Very Loud;Hipster, Trendy;No;;;http://www.1920bunkerclub.com;(212) 837-4700;21
gBMZhM_MkbMeSVElxk_71Q;Good World Bar & Grill;Good World Bar & Grill - CLOSED - Chinatown - New York, NY;64;3,5;Restaurants, Scandinavian, Nightlife, Bars, METADATA;3 Orchard St (between Division St & Canal St) New York, NY 10002 Neighborhoods: Chinatown, Lower East Side;;No;Yes;Street;Casual;Yes;$$;Yes;No;No;Yes;Yes;;Late Night, Dinner;Full Bar;;;;;Yes;http://www.goodworldbar.com/;(212) 925-9975;1
MYLrUQT0kwv_q4Vp6vhF7w;Banjo Jim's;Banjo Jim's - CLOSED - East Village - New York, NY;58;4,5;Arts & Entertainment, Jazz & Blues, Nightlife, Bars, METADATA;700 E 9th St (between Avenue C & Avenue D) New York, NY 10009 Neighborhoods: East Village, Alphabet City;;No;Yes;Street;;Yes;$;;;;;No;;;Full Bar;Loud;Hipster, Romantic, Trendy, Intimate;No;;No;http://www.banjojims.com/;(212) 777-0869;5
UbYR1kIXoJjTnM5lhKCZyg;The Mulberry Project;The Mulberry Project - Little Italy - New York, NY;151;3,5;Nightlife, Bars, Lounges, METADATA;149 Mulberry St (between Hester St & Grand St) New York, NY 10013 Neighborhood: Little Italy;Mon-Wed, Sun 6 pm - 2 am Thu-Sat 6 pm - 4 am;;Yes;Street;;Yes;$$$;;;;;Yes;;;Full Bar;Loud;Trendy;No;;;http://www.mulberryproject.com;(646) 448-4536;20
mm4Diul13rFcCGJMfiKEFQ;Bar on 5th;Bar on 5th - Midtown West - New York, NY;48;4;Nightlife, Bars, Lounges, Arts & Entertainment, Jazz & Blues, METADATA;400 5th Ave At 36th Street (between 37th St & 36th St) New York, NY 10018 Neighborhood: Midtown West;Mon-Sun 8:30 am - 1 am;No;Yes;Garage, Street;;Yes;$$$;;;;;No;;;Full Bar;Average;Upscale;No;;Yes;;(212) 695-4005;4
lOmYHmmXhUgm5TAp0-dWxw;China Club;China Club - CLOSED - Midtown West - New York, NY;47;2;Restaurants, Nightlife, Dance Clubs, Bars, Lounges, METADATA;268 W 47th St Fl 2 (between Broadway & 8th Ave) New York, NY 10036 Neighborhoods: Midtown West, Theater District;;;Yes;Street;;No;$$$;;;;;Yes;;;Full Bar;;;;;No;;(212) 398-3800;8
1G-ButjfiK-Bd5FvZFs9ew;The Vault at Pfaff's;The Vault at Pfaff's - Greenwich Village - New York, NY;51;4;Nightlife, Bars, Lounges, Wine Bars, METADATA;643 Broadway (between Bond St & Bleecker St) New York, NY 10012 Neighborhood: Greenwich Village;Mon-Thu 6 pm - 12 am Fri-Sat 6 pm - 2 am;;Yes;Street;;Yes;$$$;;;;;No;;;Full Bar;Average;Classy, Intimate;No;;;http://vaultatpfaffs.com/;(212) 253-5421;4
zF0mtAyEqhS5zMvV8MMJiw;Cocoa Bar;Cocoa Bar - Lower East Side - New York, NY;101;3,5;Food, Desserts, Nightlife, Bars, Wine Bars, METADATA;21 Clinton St (between Avenue B & Houston St) New York, NY 10002 Neighborhood: Lower East Side;;;Yes;Street;;No;$$;;;;;No;;;Beer & Wine Only;Average;Casual;No;;Yes;http://www.cocoabarnyc.com;(212) 677-7417;11
l0OJSyqC_5d8XuINWA7JEg;B.East;B.East - CLOSED - Lower East Side - New York, NY;31;3,5;Nightlife, Bars, Lounges, METADATA;171 E Broadway (between Pike St & Rutgers St) New York, NY 10002 Neighborhood: Lower East Side;;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;;;;;No;http://broadwayeast.com;(212) 228-3100;1
dS2VNgvdLCAxImvcVBV6wA;Papillon;Papillon - Midtown East - New York, NY;89;3;Restaurants, French, Nightlife, Bars, Pubs, METADATA;22 E 54th St (between 5th Ave & Madison Ave) New York, NY 10022 Neighborhood: Midtown East;;No;Yes;Street;Casual;Yes;$$$;Yes;Yes;Yes;Yes;Yes;No;Lunch;Full Bar;Average;Classy;Yes;;;http://www.papillonbistro.com/;(212) 754-9006;18
RBkz0yuQfs_5ExPhL-6jpg;Sláinte Pub;Sláinte Pub - NoHo - New York, NY;124;3,5;Nightlife, Bars, Pubs, Restaurants, Irish, METADATA;304 Bowery (between Houston St & Bleecker St) New York, NY 10012 Neighborhood: NoHo;Mon-Sun 11 am - 3:30 am;No;Yes;Street;Casual;Yes;$$;No;No;Yes;Yes;No;Free;Late Night;Full Bar;Average;Casual;Yes;No;Yes;http://www.slaintenyc.com;(212) 253-7030;6
UVl9CH4LtCJq4QvF7NAQNg;Maya's Lounge;Maya's Lounge - Midtown East - New York, NY;5;2;Restaurants, Indian, Nightlife, Bars, Lounges, METADATA;14 E 33rd St (between 5th Ave & Madison Ave) New York, NY 10016 Neighborhood: Midtown East;;Yes;Yes;;Casual;Yes;$$;Yes;No;Yes;Yes;No;;;No;;;;;No;http://www.mayalounge.net;(212) 685-6275;0
IiIzeFqe4tJiHaAWyw7ddg;West End Bar & Grill;West End Bar & Grill - Hell's Kitchen - New York, NY;45;3,5;Nightlife, Bars, Restaurants, American (Traditional), METADATA;813 8th Ave (between 49th St & 48th St) New York, NY 10019 Neighborhoods: Hell's Kitchen, Midtown West, Theater District;Mon-Sat 11 am - 2 am Sun 12 pm - 2 am;No;Yes;Street;Casual;Yes;$$;Yes;No;Yes;Yes;Yes;;Dinner;Full Bar;Average;Casual;Yes;No;;http://www.westendnyc.com;(212) 707-8986;11
LNVu-bQA_ASIcWJlClgz-Q;The Lexington Social;The Lexington Social - East Harlem - New York, NY;54;4;Restaurants, Mediterranean, Tapas Bars, Nightlife, Bars, Wine Bars, METADATA;1634 Lexington Ave (between 104th St & 103rd St) New York, NY 10029 Neighborhood: East Harlem;Mon-Thu 4 pm - 1 am Fri 4 pm - 2 am Sat-Sun 10 am - 3 am;No;Yes;Street;Casual;No;$$;Yes;No;Yes;Yes;No;No;Late Night, Dinner;Full Bar;Average;Romantic, Casual, Intimate;Yes;No;No;http://www.lexington-social.com;(646) 820-7013;5
ALHlk4gH0vYqsOL9JNc7sg;Keg 229;Keg 229 - South Street Seaport - New York, NY;42;3,5;Restaurants, American (Traditional), Nightlife, Bars, METADATA;229 Front St (between Beekman St & Peck Slip) New York, NY 10038 Neighborhood: South Street Seaport;;No;Yes;Street;Casual;Yes;$$;Yes;;;Yes;No;;Late Night, Dinner;Full Bar;Average;Casual;Yes;;Yes;http://www.kegno229.com;(212) 566-2337;8
WFyGR8sW10AzbAoQ4T7Ung;Paris Cafe;Paris Cafe - South Street Seaport - New York, NY;55;3;Nightlife, Bars, Sports Bars, Restaurants, Irish, Gastropubs, METADATA;119 South St New York, NY 10038 Neighborhood: South Street Seaport;;No;Yes;Street;Casual;Yes;$$;Yes;No;Yes;Yes;No;;Late Night, Dinner;Full Bar;Average;Casual;Yes;;No;;(212) 240-9797;7
rr1Y2U1kVGXPtX2u2eyC3w;Harley's Smokeshack and BBQ;Harley's Smokeshack and BBQ - East Harlem - New York, NY;37;3;Restaurants, Barbeque, Nightlife, Bars, Sports Bars, METADATA;355 E 116 St New York, NY 10029 Neighborhood: East Harlem;;Yes;Yes;Street;Casual;Yes;$$;Yes;Yes;Yes;Yes;No;No;Dinner;Full Bar;Average;Casual;Yes;Yes;;http://www.harleyssmokeshack.org;(212) 828-6723;42
0mKoaO7jHP-vPbtDxXam_w;Firehouse;Firehouse - Upper West Side - New York, NY;64;3;Nightlife, Bars, Restaurants, American (Traditional), Mexican, METADATA;522 Columbus Ave (between 85th St & 86th St) New York, NY 10024 Neighborhood: Upper West Side;;No;Yes;Street;Casual;Yes;$$;No;Yes;Yes;Yes;Yes;Free;Dinner;Full Bar;Average;Divey, Casual;Yes;No;No;http://firehousetavern.com/;(212) 595-3139;12
L3bMFxP2XJXvQ_Xes9kAoQ;PD O'Hurley's;PD O'Hurley's - Upper West Side - New York, NY;35;3;Nightlife, Bars, Pubs, Restaurants, METADATA;174 W 72nd St New York, NY 10028 Neighborhood: Upper West Side;;No;Yes;Street;Casual;Yes;$$;;;;Yes;No;;Late Night, Dinner;Full Bar;Average;;Yes;;Yes;;(212) 873-1900;8
Qdu19GXomCIavmOqL_DMLA;Rumours;Rumours - Hell's Kitchen - New York, NY;35;3;Restaurants, Irish, Nightlife, Bars, METADATA;933 8th Ave (between 55th St & 56th St) New York, NY 10019 Neighborhoods: Hell's Kitchen, Midtown West;;No;Yes;Street;Casual;Yes;$$;No;No;No;Yes;No;;Late Night, Dinner;Full Bar;Loud;;Yes;;Yes;;(212) 757-2373;3
_DsqYt-QVSJmdzhxUSyWUA;A.J. Kelly's;A.J. Kelly's - CLOSED - Financial District - New York, NY;16;4;Restaurants, American (Traditional), Nightlife, Bars, Pubs, METADATA;6 Stone St (between Whitehall St & Broadway) New York, NY 10004 Neighborhood: Financial District;;No;Yes;Street;Casual;Yes;$$;;Yes;Yes;Yes;No;;;Full Bar;;;;;Yes;http://www.ajkellys.com;(212) 425-1700;0
RDSBDb9U7UfHCEg0mnmEGQ;Smith's Bar & Restaurant;Smith's Bar & Restaurant - Hell's Kitchen - New York, NY;78;3;Arts & Entertainment, Music Venues, Nightlife, Bars, Restaurants, American (New), METADATA;701 8th Ave (between 44th St & 45th St) New York, NY 10036 Neighborhoods: Hell's Kitchen, Midtown West, Theater District;Mon-Sun 8 am - 4 am;No;Yes;Street;Casual;Yes;$$;No;No;Yes;Yes;No;Free;Late Night;Full Bar;Loud;Divey, Touristy, Casual;Yes;No;Yes;http://www.smithsbar.com;(212) 246-3268;28
667adXjXOvuDr84ooPRiiQ;Bar 10;Bar 10 - Midtown West - New York, NY;9;3;Nightlife, Bars, METADATA;270 W 43rd St (between 7th Ave & Times Sq) New York, NY 10036 Neighborhoods: Midtown West, Theater District;;;Yes;;;Yes;$$$;;;;;No;;;Full Bar;Loud;;Yes;;Yes;http://www.starwoodhotels.com/west…;(212) 201-2700;0
zk3Q0RKA6xhitWDoSMqnQA;Pouring Ribbons;Pouring Ribbons - East Village - New York, NY;9;4,5;Event Planning & Services, Party & Event Planning, Nightlife, Bars, Lounges, METADATA;225 Ave B 2nd Fl New York, NY 10009 Neighborhoods: East Village, Alphabet City;Mon-Sun 6 pm - 2 am;;Yes;Street;;Yes;$$$;;;;;No;;;Full Bar;Average;Trendy;No;;No;http://www.pouringribbons.com;(917) 656-6788;1
0kZkOJz8WwZgLMtfNrWrmQ;Interstate Food & Liquor;Interstate Food & Liquor - Lower East Side - New York, NY;31;3,5;Nightlife, Bars, Restaurants, American (Traditional), METADATA;74 Orchard St (between Broome St & Grand St) New York, NY 10002 Neighborhood: Lower East Side;Mon-Sun 8:30 am - 2 am;No;Yes;;Casual;Yes;$$;Yes;;Yes;Yes;No;Free;Late Night, Lunch, Dinner;Full Bar;Average;Hipster, Trendy, Casual;No;No;;http://interstatenyc.com;(212) 804-6237;7
bbksGxuxO4FV1pa9urrzdA;Groove;Groove - Greenwich Village - New York, NY;88;3,5;Nightlife, Bars, Lounges, Arts & Entertainment, Music Venues, METADATA;125 MacDougal St New York, NY 10012 Neighborhood: Greenwich Village;Mon-Wed, Sun 4 pm - 2 am Thu 4 pm - 3 am Fri-Sat 3 pm - 4 am;No;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Average;Casual;Yes;;No;http://www.clubgroovenyc.com/;(212) 254-9393;16
pcuaoXhsAdW033H8HBLewA;Lolita Bar;Lolita Bar - Lower East Side - New York, NY;135;3,5;Nightlife, Bars, METADATA;266 Broome St (between Orchard St & Allen St) New York, NY 10002 Neighborhood: Lower East Side;;;Yes;Street;;Yes;$;;;;;No;;;Full Bar;Average;Hipster, Divey, Casual;No;;Yes;http://www.lolitabar.net/;(212) 966-7223;6
EkyFTqo4lAG_NBsbVMCynw;Rusty Knot;Rusty Knot - West Village - New York, NY;154;3,5;Nightlife, Bars, METADATA;425 West St New York, NY 10014 Neighborhood: West Village;;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Average;Hipster, Divey;Yes;;Yes;;(212) 645-5668;8
N_othnrbXm3bvHGCAjg2tQ;Bar Henry;Bar Henry - CLOSED - Greenwich Village - New York, NY;55;3,5;Nightlife, Bars, Wine Bars, Restaurants, French, Champagne Bars, METADATA;90 W Houston St (between Laguardia Pl & Thompson St) New York, NY 10012 Neighborhood: Greenwich Village;;No;Yes;Street;Casual;Yes;$$$;Yes;No;No;Yes;No;;Dinner;Full Bar;;;No;No;No;http://www.barhenry.com;(646) 448-4559;9
oCeDS1HexV3bWSJLxmjqXQ;Onieal's Grand Street Bar & Restaurant;Onieal's Grand Street Bar & Restaurant - Little Italy - New York, NY;84;4;Restaurants, Nightlife, Bars, METADATA;174 Grand St (between Baxter St & Centre Market Pl) New York, NY 10013 Neighborhood: Little Italy;Mon-Thu, Sun 11:30 am - 2 am Fri-Sat 11:30 am - 4 am;No;Yes;Street;Casual;Yes;$$;Yes;No;Yes;Yes;Yes;Free;Late Night, Dinner;Full Bar;Average;Casual;Yes;;No;http://www.onieals.com;(212) 941-9119;11
uliHe54-rYwTPaYGqV3_Gw;PH-D;PH-D - Chelsea - New York, NY;44;3,5;Nightlife, Bars, Lounges, METADATA;Dream Downtown 355 W 16th St New York, NY 10011 Neighborhood: Chelsea;;;Yes;;;Yes;$$$$;;;;;Yes;;;Full Bar;Very Loud;Trendy, Upscale;No;;;http://www.phdlounge.com;(212) 229-2511;10
gxaJC1LV-KSCixM76ESZ5Q;El Cid;El Cid - CLOSED - Chelsea - New York, NY;6;3,5;Restaurants, Tapas Bars, METADATA;322 W 15 St New York, NY 10011 Neighborhoods: Chelsea, Meatpacking District;;;;;;;;Yes;Yes;;Yes;;;;;;;;;;;(212) 929-9332;1
6VTEtfPXs5jtaWIK2-D9ag;Paramount Bar;Paramount Bar - Midtown West - New York, NY;13;3;Nightlife, Bars, METADATA;Paramount Hotel 235 W 46th St New York, NY 10036 Neighborhoods: Midtown West, Theater District;Mon-Sun 6 pm - 2 am;;Yes;;;;$$$;;;;;No;;;Full Bar;Loud;;;;;http://www.nycparamount.com;(212) 764-5500;5
ZWN9FbEpgqlhLLuFMLERbw;Langan's Bar & Restaurant;Langan's Bar & Restaurant - Midtown West - New York, NY;59;3;Nightlife, Bars, Restaurants, Irish, METADATA;150 W 47th St (between 7th Ave & Avenue Of The Americas) New York, NY 10036 Neighborhoods: Midtown West, Theater District;Mon-Sun 11:30 am - 4 am;No;Yes;Garage, Street;Casual;Yes;$$;Yes;No;Yes;Yes;No;Free;Dinner;Full Bar;Average;Casual;Yes;No;No;http://www.langans.com;(212) 869-5482;11
zWhOa0GEwoMcejBqKJOCRw;Marquee Nightclub;Marquee Nightclub - Chelsea - New York, NY;314;2,5;Nightlife, Dance Clubs, Bars, Lounges, METADATA;289 10th Ave (between 26th St & 27th St) New York, NY 10001 Neighborhood: Chelsea;Fri-Sat 11 pm - 4 am;;Yes;Street;;Yes;$$$;;;;;No;;;Full Bar;Very Loud;Trendy;No;;Yes;http://marqueeny.com/;(646) 473-0202;70
nrwzSW_njthkT7Yl_Capcw;The Gotham Lounge;The Gotham Lounge - Midtown West - New York, NY;6;4;Restaurants, American (New), Nightlife, Bars, METADATA;700 5th Ave (between 54th St & 55th St) New York, NY 10019 Neighborhoods: Midtown West, Midtown East;;No;Yes;;Dressy;Yes;$$$$;;;;;;;;Full Bar;;;;;;;(212) 247-2201;0
